order_id,user_id,product_id,order_date,status,total,n_items
order_009155,user_00908,prod_0558,2023-11-06T09:08:43Z,processing,1052.09,3
order_009155,user_00908,prod_0887,2023-11-06T09:08:43Z,processing,1052.09,3
order_009155,user_00908,prod_0055,2023-11-06T09:08:43Z,processing,1052.09,3
order_009156,user_01868,prod_0783,2022-06-09T17:49:23Z,delivered,638.4,3
order_009156,user_01868,prod_0222,2022-06-09T17:49:23Z,delivered,638.4,3
order_009156,user_01868,prod_0908,2022-06-09T17:49:23Z,delivered,638.4,3
order_009157,user_06943,prod_0528,2022-08-22T12:49:27Z,shipped,442.05,2
order_009157,user_06943,prod_0433,2022-08-22T12:49:27Z,shipped,442.05,2
order_009158,user_00620,prod_0050,2023-01-11T23:22:37Z,cancelled,2373.67,3
order_009158,user_00620,prod_0157,2023-01-11T23:22:37Z,cancelled,2373.67,3
order_009158,user_00620,prod_0957,2023-01-11T23:22:37Z,cancelled,2373.67,3
order_009159,user_08872,prod_0795,2023-08-17T05:35:16Z,delivered,384.99,2
order_009159,user_08872,prod_0748,2023-08-17T05:35:16Z,delivered,384.99,2
order_009160,user_04983,prod_0056,2023-04-19T06:29:30Z,delivered,1117.27,1
order_009161,user_05440,prod_0956,2022-11-30T08:25:38Z,shipped,183.28,1
order_009162,user_04350,prod_0051,2024-12-24T17:56:19Z,delivered,3628.44,4
order_009162,user_04350,prod_0147,2024-12-24T17:56:19Z,delivered,3628.44,4
order_009162,user_04350,prod_0166,2024-12-24T17:56:19Z,delivered,3628.44,4
order_009162,user_04350,prod_0171,2024-12-24T17:56:19Z,delivered,3628.44,4
order_009163,user_08755,prod_0565,2023-07-21T20:42:15Z,delivered,55.35,1
order_009164,user_00515,prod_0153,2023-03-09T08:52:31Z,delivered,852.25,1
order_009165,user_01881,prod_0544,2022-02-24T20:38:57Z,delivered,1560.48,3
order_009165,user_01881,prod_0132,2022-02-24T20:38:57Z,delivered,1560.48,3
order_009165,user_01881,prod_0119,2022-02-24T20:38:57Z,delivered,1560.48,3
order_009166,user_02488,prod_0640,2023-04-25T21:40:59Z,delivered,505.31,2
order_009166,user_02488,prod_0813,2023-04-25T21:40:59Z,delivered,505.31,2
order_009167,user_09494,prod_0680,2023-09-27T20:28:15Z,delivered,2017.19,4
order_009167,user_09494,prod_0650,2023-09-27T20:28:15Z,delivered,2017.19,4
order_009167,user_09494,prod_0376,2023-09-27T20:28:15Z,delivered,2017.19,4
order_009167,user_09494,prod_0638,2023-09-27T20:28:15Z,delivered,2017.19,4
order_009168,user_01109,prod_0453,2022-01-05T01:52:44Z,shipped,383.06,1
order_009169,user_04607,prod_0894,2022-06-18T02:27:01Z,delivered,16.73,1
order_009170,user_02184,prod_0632,2022-05-21T20:10:16Z,delivered,2298.32,3
order_009170,user_02184,prod_0172,2022-05-21T20:10:16Z,delivered,2298.32,3
order_009170,user_02184,prod_0178,2022-05-21T20:10:16Z,delivered,2298.32,3
order_009171,user_00206,prod_0067,2022-05-10T12:06:00Z,cancelled,1276.86,4
order_009171,user_00206,prod_0917,2022-05-10T12:06:00Z,cancelled,1276.86,4
order_009171,user_00206,prod_0710,2022-05-10T12:06:00Z,cancelled,1276.86,4
order_009171,user_00206,prod_0714,2022-05-10T12:06:00Z,cancelled,1276.86,4
order_009172,user_01452,prod_0860,2023-04-16T16:27:00Z,cancelled,1747.64,4
order_009172,user_01452,prod_0615,2023-04-16T16:27:00Z,cancelled,1747.64,4
order_009172,user_01452,prod_0782,2023-04-16T16:27:00Z,cancelled,1747.64,4
order_009172,user_01452,prod_0103,2023-04-16T16:27:00Z,cancelled,1747.64,4
order_009173,user_04758,prod_0613,2022-05-31T14:32:45Z,delivered,928.03,4
order_009173,user_04758,prod_0542,2022-05-31T14:32:45Z,delivered,928.03,4
order_009173,user_04758,prod_0126,2022-05-31T14:32:45Z,delivered,928.03,4
order_009173,user_04758,prod_0912,2022-05-31T14:32:45Z,delivered,928.03,4
order_009174,user_00683,prod_0284,2022-07-14T08:38:11Z,delivered,346.74,3
order_009174,user_00683,prod_0293,2022-07-14T08:38:11Z,delivered,346.74,3
order_009174,user_00683,prod_0210,2022-07-14T08:38:11Z,delivered,346.74,3
order_009175,user_00326,prod_0833,2022-11-30T22:07:43Z,delivered,725.22,2
order_009175,user_00326,prod_0664,2022-11-30T22:07:43Z,delivered,725.22,2
order_009176,user_06778,prod_0428,2024-10-02T18:48:39Z,delivered,770.61,4
order_009176,user_06778,prod_0257,2024-10-02T18:48:39Z,delivered,770.61,4
order_009176,user_06778,prod_0544,2024-10-02T18:48:39Z,delivered,770.61,4
order_009176,user_06778,prod_0389,2024-10-02T18:48:39Z,delivered,770.61,4
order_009177,user_00013,prod_0228,2022-03-28T19:40:59Z,delivered,356.33,1
order_009178,user_06173,prod_0532,2022-09-21T07:04:56Z,delivered,1167.85,5
order_009178,user_06173,prod_0538,2022-09-21T07:04:56Z,delivered,1167.85,5
order_009178,user_06173,prod_0203,2022-09-21T07:04:56Z,delivered,1167.85,5
order_009178,user_06173,prod_0120,2022-09-21T07:04:56Z,delivered,1167.85,5
order_009178,user_06173,prod_0545,2022-09-21T07:04:56Z,delivered,1167.85,5
order_009179,user_02840,prod_0132,2024-08-14T10:33:40Z,delivered,511.73,4
order_009179,user_02840,prod_0510,2024-08-14T10:33:40Z,delivered,511.73,4
order_009179,user_02840,prod_0576,2024-08-14T10:33:40Z,delivered,511.73,4
order_009179,user_02840,prod_0759,2024-08-14T10:33:40Z,delivered,511.73,4
order_009180,user_04152,prod_0132,2022-05-03T12:06:47Z,shipped,114.75,1
order_009181,user_09604,prod_0734,2022-11-17T12:39:31Z,shipped,802.92,2
order_009181,user_09604,prod_0646,2022-11-17T12:39:31Z,shipped,802.92,2
order_009182,user_03330,prod_0101,2024-10-06T00:36:48Z,delivered,375.05,1
order_009183,user_08680,prod_0869,2022-01-10T19:42:50Z,processing,82.74,1
order_009184,user_06007,prod_0616,2023-10-31T12:08:24Z,processing,803.53,5
order_009184,user_06007,prod_0545,2023-10-31T12:08:24Z,processing,803.53,5
order_009184,user_06007,prod_0092,2023-10-31T12:08:24Z,processing,803.53,5
order_009184,user_06007,prod_0399,2023-10-31T12:08:24Z,processing,803.53,5
order_009184,user_06007,prod_0572,2023-10-31T12:08:24Z,processing,803.53,5
order_009185,user_08144,prod_0415,2023-11-19T15:06:27Z,delivered,1036.4,4
order_009185,user_08144,prod_0699,2023-11-19T15:06:27Z,delivered,1036.4,4
order_009185,user_08144,prod_0522,2023-11-19T15:06:27Z,delivered,1036.4,4
order_009185,user_08144,prod_0664,2023-11-19T15:06:27Z,delivered,1036.4,4
order_009186,user_00099,prod_0394,2022-07-12T20:26:04Z,delivered,347.25,1
order_009187,user_08575,prod_0281,2023-05-18T10:44:49Z,delivered,1067.91,3
order_009187,user_08575,prod_0202,2023-05-18T10:44:49Z,delivered,1067.91,3
order_009187,user_08575,prod_0197,2023-05-18T10:44:49Z,delivered,1067.91,3
order_009188,user_03259,prod_0909,2023-11-18T23:15:45Z,delivered,297.82,2
order_009188,user_03259,prod_0846,2023-11-18T23:15:45Z,delivered,297.82,2
order_009189,user_04014,prod_0192,2022-08-02T23:59:17Z,delivered,335.04,1
order_009190,user_04200,prod_0206,2022-10-07T04:50:32Z,shipped,34.92,1
order_009191,user_00048,prod_0667,2024-09-13T13:27:26Z,delivered,285.45,1
order_009192,user_04575,prod_0421,2023-07-28T22:52:03Z,shipped,234.36,1
order_009193,user_06793,prod_0590,2022-05-14T10:52:48Z,delivered,165.09,2
order_009193,user_06793,prod_0668,2022-05-14T10:52:48Z,delivered,165.09,2
order_009194,user_04651,prod_0098,2023-02-26T16:29:18Z,delivered,298.31,1
order_009195,user_08772,prod_0341,2023-10-19T03:29:21Z,processing,2106.66,5
order_009195,user_08772,prod_0991,2023-10-19T03:29:21Z,processing,2106.66,5
order_009195,user_08772,prod_0113,2023-10-19T03:29:21Z,processing,2106.66,5
order_009195,user_08772,prod_0134,2023-10-19T03:29:21Z,processing,2106.66,5
order_009195,user_08772,prod_0393,2023-10-19T03:29:21Z,processing,2106.66,5
order_009196,user_08000,prod_0044,2023-10-29T14:19:38Z,delivered,476.46,1
order_009197,user_09943,prod_0182,2022-10-19T07:23:09Z,shipped,214.6,2
order_009197,user_09943,prod_0073,2022-10-19T07:23:09Z,shipped,214.6,2
order_009198,user_05795,prod_0435,2024-09-30T01:23:01Z,delivered,489.2,2
order_009198,user_05795,prod_0503,2024-09-30T01:23:01Z,delivered,489.2,2
order_009199,user_02602,prod_0543,2022-11-14T15:59:07Z,delivered,594.45,4
order_009199,user_02602,prod_0349,2022-11-14T15:59:07Z,delivered,594.45,4
order_009199,user_02602,prod_0521,2022-11-14T15:59:07Z,delivered,594.45,4
order_009199,user_02602,prod_0429,2022-11-14T15:59:07Z,delivered,594.45,4
order_009200,user_03451,prod_0669,2023-03-05T16:54:50Z,delivered,188.72,1
order_009201,user_07728,prod_0282,2022-08-24T17:36:46Z,delivered,201.68,3
order_009201,user_07728,prod_0567,2022-08-24T17:36:46Z,delivered,201.68,3
order_009201,user_07728,prod_0520,2022-08-24T17:36:46Z,delivered,201.68,3
order_009202,user_06529,prod_0245,2023-04-23T06:53:43Z,delivered,534.14,3
order_009202,user_06529,prod_0530,2023-04-23T06:53:43Z,delivered,534.14,3
order_009202,user_06529,prod_0269,2023-04-23T06:53:43Z,delivered,534.14,3
order_009203,user_04715,prod_0130,2024-10-13T22:02:13Z,delivered,1503.06,2
order_009203,user_04715,prod_0110,2024-10-13T22:02:13Z,delivered,1503.06,2
order_009204,user_03966,prod_0128,2023-07-22T16:04:17Z,shipped,1399.12,1
order_009205,user_01281,prod_0662,2023-01-14T12:54:09Z,delivered,83.35,1
order_009206,user_06682,prod_0953,2024-12-01T20:07:49Z,delivered,367.45,1
order_009207,user_03106,prod_0601,2023-03-19T11:14:01Z,cancelled,367.88,2
order_009207,user_03106,prod_0409,2023-03-19T11:14:01Z,cancelled,367.88,2
order_009208,user_00220,prod_0694,2023-07-21T15:48:14Z,delivered,206.55,1
order_009209,user_00419,prod_0217,2024-02-24T07:10:16Z,delivered,1516.91,5
order_009209,user_00419,prod_0813,2024-02-24T07:10:16Z,delivered,1516.91,5
order_009209,user_00419,prod_0275,2024-02-24T07:10:16Z,delivered,1516.91,5
order_009209,user_00419,prod_0423,2024-02-24T07:10:16Z,delivered,1516.91,5
order_009209,user_00419,prod_0510,2024-02-24T07:10:16Z,delivered,1516.91,5
order_009210,user_06013,prod_0162,2024-07-24T12:02:44Z,delivered,801.21,1
order_009211,user_01203,prod_0032,2022-08-07T15:24:05Z,delivered,276.56,1
order_009212,user_06161,prod_0920,2022-04-02T12:45:01Z,delivered,876.8,3
order_009212,user_06161,prod_0989,2022-04-02T12:45:01Z,delivered,876.8,3
order_009212,user_06161,prod_0946,2022-04-02T12:45:01Z,delivered,876.8,3
order_009213,user_05985,prod_0065,2022-03-29T08:40:56Z,delivered,527.58,1
order_009214,user_01612,prod_0292,2022-09-27T21:00:08Z,delivered,408.82,1
order_009215,user_03137,prod_0203,2024-12-04T07:49:07Z,cancelled,920.85,3
order_009215,user_03137,prod_0344,2024-12-04T07:49:07Z,cancelled,920.85,3
order_009215,user_03137,prod_0528,2024-12-04T07:49:07Z,cancelled,920.85,3
order_009216,user_03353,prod_0542,2022-02-11T20:56:19Z,cancelled,27.1,1
order_009217,user_03697,prod_0202,2023-11-25T21:12:46Z,delivered,1040.26,4
order_009217,user_03697,prod_0266,2023-11-25T21:12:46Z,delivered,1040.26,4
order_009217,user_03697,prod_0654,2023-11-25T21:12:46Z,delivered,1040.26,4
order_009217,user_03697,prod_0636,2023-11-25T21:12:46Z,delivered,1040.26,4
order_009218,user_09816,prod_0731,2022-08-27T23:50:51Z,delivered,198.0,1
order_009219,user_05602,prod_0168,2024-11-29T06:40:32Z,shipped,2454.47,2
order_009219,user_05602,prod_0047,2024-11-29T06:40:32Z,shipped,2454.47,2
order_009220,user_09915,prod_0818,2023-06-03T13:20:13Z,delivered,645.41,2
order_009220,user_09915,prod_0493,2023-06-03T13:20:13Z,delivered,645.41,2
order_009221,user_08169,prod_0230,2023-11-28T01:42:54Z,delivered,548.37,2
order_009221,user_08169,prod_0474,2023-11-28T01:42:54Z,delivered,548.37,2
order_009222,user_01050,prod_0973,2023-01-18T03:31:20Z,delivered,485.54,2
order_009222,user_01050,prod_0981,2023-01-18T03:31:20Z,delivered,485.54,2
order_009223,user_02765,prod_0386,2022-10-08T00:33:30Z,delivered,58.19,1
order_009224,user_03121,prod_0951,2023-03-14T18:15:10Z,shipped,645.06,2
order_009224,user_03121,prod_0999,2023-03-14T18:15:10Z,shipped,645.06,2
order_009225,user_09554,prod_0117,2023-07-20T14:00:15Z,cancelled,1309.77,3
order_009225,user_09554,prod_0606,2023-07-20T14:00:15Z,cancelled,1309.77,3
order_009225,user_09554,prod_0891,2023-07-20T14:00:15Z,cancelled,1309.77,3
order_009226,user_09323,prod_0929,2023-12-30T20:30:20Z,returned,1423.77,3
order_009226,user_09323,prod_0705,2023-12-30T20:30:20Z,returned,1423.77,3
order_009226,user_09323,prod_0698,2023-12-30T20:30:20Z,returned,1423.77,3
order_009227,user_04339,prod_0970,2022-01-16T00:23:57Z,delivered,262.09,3
order_009227,user_04339,prod_0945,2022-01-16T00:23:57Z,delivered,262.09,3
order_009227,user_04339,prod_0596,2022-01-16T00:23:57Z,delivered,262.09,3
order_009228,user_02407,prod_0294,2024-09-02T19:55:24Z,delivered,349.29,2
order_009228,user_02407,prod_0350,2024-09-02T19:55:24Z,delivered,349.29,2
order_009229,user_05339,prod_0692,2024-01-07T06:19:33Z,delivered,452.37,1
order_009230,user_05047,prod_0854,2022-12-20T15:59:32Z,delivered,1299.04,2
order_009230,user_05047,prod_0052,2022-12-20T15:59:32Z,delivered,1299.04,2
order_009231,user_06956,prod_0165,2023-12-23T02:42:17Z,delivered,486.17,1
order_009232,user_07379,prod_0302,2022-05-30T00:55:09Z,processing,518.75,2
order_009232,user_07379,prod_0832,2022-05-30T00:55:09Z,processing,518.75,2
order_009233,user_02748,prod_0407,2024-01-17T16:13:43Z,delivered,563.23,1
order_009234,user_02306,prod_0311,2022-08-05T08:36:35Z,delivered,2489.71,5
order_009234,user_02306,prod_0090,2022-08-05T08:36:35Z,delivered,2489.71,5
order_009234,user_02306,prod_0061,2022-08-05T08:36:35Z,delivered,2489.71,5
order_009234,user_02306,prod_0037,2022-08-05T08:36:35Z,delivered,2489.71,5
order_009234,user_02306,prod_0776,2022-08-05T08:36:35Z,delivered,2489.71,5
order_009235,user_09141,prod_0643,2023-09-01T06:21:38Z,delivered,21.24,1
order_009236,user_02585,prod_0564,2023-01-28T09:03:46Z,delivered,1341.15,2
order_009236,user_02585,prod_0051,2023-01-28T09:03:46Z,delivered,1341.15,2
order_009237,user_02888,prod_0078,2024-07-21T02:22:35Z,delivered,2898.89,3
order_009237,user_02888,prod_0095,2024-07-21T02:22:35Z,delivered,2898.89,3
order_009237,user_02888,prod_0037,2024-07-21T02:22:35Z,delivered,2898.89,3
order_009238,user_03318,prod_0458,2023-07-02T13:26:13Z,delivered,269.6,1
order_009239,user_08067,prod_0172,2023-07-21T05:47:27Z,delivered,2916.11,5
order_009239,user_08067,prod_0060,2023-07-21T05:47:27Z,delivered,2916.11,5
order_009239,user_08067,prod_0354,2023-07-21T05:47:27Z,delivered,2916.11,5
order_009239,user_08067,prod_0457,2023-07-21T05:47:27Z,delivered,2916.11,5
order_009239,user_08067,prod_0200,2023-07-21T05:47:27Z,delivered,2916.11,5
order_009240,user_07516,prod_0145,2024-10-04T23:23:50Z,cancelled,1391.9,2
order_009240,user_07516,prod_0035,2024-10-04T23:23:50Z,cancelled,1391.9,2
order_009241,user_06760,prod_0416,2024-11-15T12:31:50Z,delivered,647.8,4
order_009241,user_06760,prod_0758,2024-11-15T12:31:50Z,delivered,647.8,4
order_009241,user_06760,prod_0996,2024-11-15T12:31:50Z,delivered,647.8,4
order_009241,user_06760,prod_0374,2024-11-15T12:31:50Z,delivered,647.8,4
order_009242,user_04641,prod_0180,2024-03-22T17:59:31Z,delivered,347.3,1
order_009243,user_04723,prod_0049,2024-02-29T18:46:45Z,delivered,1811.43,5
order_009243,user_04723,prod_0244,2024-02-29T18:46:45Z,delivered,1811.43,5
order_009243,user_04723,prod_0282,2024-02-29T18:46:45Z,delivered,1811.43,5
order_009243,user_04723,prod_0785,2024-02-29T18:46:45Z,delivered,1811.43,5
order_009243,user_04723,prod_0323,2024-02-29T18:46:45Z,delivered,1811.43,5
order_009244,user_03494,prod_0277,2024-08-01T16:11:49Z,delivered,15.98,1
order_009245,user_09613,prod_0101,2024-02-16T03:09:40Z,delivered,387.17,2
order_009245,user_09613,prod_0342,2024-02-16T03:09:40Z,delivered,387.17,2
order_009246,user_00899,prod_0528,2023-01-25T18:59:19Z,delivered,333.7,2
order_009246,user_00899,prod_0262,2023-01-25T18:59:19Z,delivered,333.7,2
order_009247,user_07938,prod_0508,2022-05-30T04:29:47Z,delivered,1080.38,2
order_009247,user_07938,prod_0121,2022-05-30T04:29:47Z,delivered,1080.38,2
order_009248,user_03584,prod_0888,2024-09-23T19:48:49Z,delivered,183.22,4
order_009248,user_03584,prod_0471,2024-09-23T19:48:49Z,delivered,183.22,4
order_009248,user_03584,prod_0598,2024-09-23T19:48:49Z,delivered,183.22,4
order_009248,user_03584,prod_0600,2024-09-23T19:48:49Z,delivered,183.22,4
order_009249,user_06158,prod_0147,2023-10-17T07:30:04Z,delivered,826.34,1
order_009250,user_07479,prod_0138,2024-02-22T10:44:38Z,delivered,1496.91,3
order_009250,user_07479,prod_0885,2024-02-22T10:44:38Z,delivered,1496.91,3
order_009250,user_07479,prod_0849,2024-02-22T10:44:38Z,delivered,1496.91,3
order_009251,user_04045,prod_0926,2022-01-15T11:16:03Z,delivered,1235.03,3
order_009251,user_04045,prod_0987,2022-01-15T11:16:03Z,delivered,1235.03,3
order_009251,user_04045,prod_0718,2022-01-15T11:16:03Z,delivered,1235.03,3
order_009252,user_05008,prod_0154,2024-02-04T13:46:17Z,delivered,1142.01,1
order_009253,user_08366,prod_0794,2024-08-06T16:56:00Z,shipped,660.52,3
order_009253,user_08366,prod_0207,2024-08-06T16:56:00Z,shipped,660.52,3
order_009253,user_08366,prod_0791,2024-08-06T16:56:00Z,shipped,660.52,3
order_009254,user_08473,prod_0047,2023-09-28T15:23:52Z,delivered,1797.87,2
order_009254,user_08473,prod_0171,2023-09-28T15:23:52Z,delivered,1797.87,2
order_009255,user_05089,prod_0965,2023-05-22T22:37:02Z,returned,324.17,1
order_009256,user_00530,prod_0428,2024-08-28T14:37:08Z,processing,305.47,1
order_009257,user_08976,prod_0737,2023-07-18T03:02:53Z,delivered,240.03,2
order_009257,user_08976,prod_0801,2023-07-18T03:02:53Z,delivered,240.03,2
order_009258,user_02541,prod_0768,2023-05-07T08:56:17Z,delivered,623.54,3
order_009258,user_02541,prod_0335,2023-05-07T08:56:17Z,delivered,623.54,3
order_009258,user_02541,prod_0634,2023-05-07T08:56:17Z,delivered,623.54,3
order_009259,user_07610,prod_0124,2022-07-17T13:57:42Z,delivered,550.64,1
order_009260,user_09470,prod_0458,2024-05-09T17:56:35Z,shipped,472.14,2
order_009260,user_09470,prod_0414,2024-05-09T17:56:35Z,shipped,472.14,2
order_009261,user_03889,prod_0183,2022-07-07T21:39:22Z,processing,233.75,2
order_009261,user_03889,prod_0996,2022-07-07T21:39:22Z,processing,233.75,2
order_009262,user_09498,prod_0110,2023-04-29T11:07:04Z,delivered,591.4,2
order_009262,user_09498,prod_0792,2023-04-29T11:07:04Z,delivered,591.4,2
order_009263,user_06341,prod_0681,2022-07-22T19:55:09Z,delivered,535.85,1
order_009264,user_06871,prod_0163,2022-08-10T23:34:13Z,delivered,1528.94,2
order_009264,user_06871,prod_0171,2022-08-10T23:34:13Z,delivered,1528.94,2
order_009265,user_03635,prod_0055,2024-07-12T04:00:45Z,delivered,976.76,1
order_009266,user_06145,prod_0199,2022-08-19T07:51:50Z,delivered,705.84,2
order_009266,user_06145,prod_0012,2022-08-19T07:51:50Z,delivered,705.84,2
order_009267,user_03455,prod_0113,2022-08-22T23:01:31Z,delivered,989.02,2
order_009267,user_03455,prod_0362,2022-08-22T23:01:31Z,delivered,989.02,2
order_009268,user_03076,prod_0973,2023-11-01T08:38:14Z,delivered,1398.92,3
order_009268,user_03076,prod_0149,2023-11-01T08:38:14Z,delivered,1398.92,3
order_009268,user_03076,prod_0563,2023-11-01T08:38:14Z,delivered,1398.92,3
order_009269,user_06168,prod_0372,2023-01-01T11:59:23Z,delivered,512.59,1
order_009270,user_01884,prod_0605,2022-09-16T09:21:03Z,delivered,704.17,5
order_009270,user_01884,prod_0167,2022-09-16T09:21:03Z,delivered,704.17,5
order_009270,user_01884,prod_0613,2022-09-16T09:21:03Z,delivered,704.17,5
order_009270,user_01884,prod_0775,2022-09-16T09:21:03Z,delivered,704.17,5
order_009270,user_01884,prod_0524,2022-09-16T09:21:03Z,delivered,704.17,5
order_009271,user_09344,prod_0743,2022-07-12T17:01:41Z,delivered,203.54,2
order_009271,user_09344,prod_0411,2022-07-12T17:01:41Z,delivered,203.54,2
order_009272,user_08810,prod_0701,2024-04-16T17:48:17Z,delivered,28.83,1
order_009273,user_02585,prod_0626,2022-09-17T00:27:31Z,delivered,549.18,3
order_009273,user_02585,prod_0084,2022-09-17T00:27:31Z,delivered,549.18,3
order_009273,user_02585,prod_0406,2022-09-17T00:27:31Z,delivered,549.18,3
order_009274,user_04932,prod_0158,2022-04-20T14:25:55Z,delivered,2143.37,2
order_009274,user_04932,prod_0177,2022-04-20T14:25:55Z,delivered,2143.37,2
order_009275,user_02441,prod_0998,2023-03-26T00:20:07Z,delivered,676.7,2
order_009275,user_02441,prod_0995,2023-03-26T00:20:07Z,delivered,676.7,2
order_009276,user_05537,prod_0325,2023-05-11T12:49:23Z,shipped,897.67,5
order_009276,user_05537,prod_0281,2023-05-11T12:49:23Z,shipped,897.67,5
order_009276,user_05537,prod_0741,2023-05-11T12:49:23Z,shipped,897.67,5
order_009276,user_05537,prod_0242,2023-05-11T12:49:23Z,shipped,897.67,5
order_009276,user_05537,prod_0566,2023-05-11T12:49:23Z,shipped,897.67,5
order_009277,user_08119,prod_0973,2023-02-12T19:55:36Z,delivered,260.99,1
order_009278,user_08598,prod_0102,2023-10-19T20:07:21Z,delivered,491.93,1
order_009279,user_07854,prod_0045,2024-05-19T16:50:59Z,shipped,693.33,1
order_009280,user_04709,prod_0617,2024-08-24T07:14:31Z,delivered,83.64,2
order_009280,user_04709,prod_0370,2024-08-24T07:14:31Z,delivered,83.64,2
order_009281,user_00309,prod_0922,2022-05-01T23:15:35Z,delivered,363.38,3
order_009281,user_00309,prod_0170,2022-05-01T23:15:35Z,delivered,363.38,3
order_009281,user_00309,prod_0991,2022-05-01T23:15:35Z,delivered,363.38,3
order_009282,user_06396,prod_0898,2023-01-14T17:05:29Z,delivered,1984.13,5
order_009282,user_06396,prod_0563,2023-01-14T17:05:29Z,delivered,1984.13,5
order_009282,user_06396,prod_0197,2023-01-14T17:05:29Z,delivered,1984.13,5
order_009282,user_06396,prod_0472,2023-01-14T17:05:29Z,delivered,1984.13,5
order_009282,user_06396,prod_0135,2023-01-14T17:05:29Z,delivered,1984.13,5
order_009283,user_03530,prod_0421,2024-11-14T10:29:04Z,delivered,1186.44,5
order_009283,user_03530,prod_0454,2024-11-14T10:29:04Z,delivered,1186.44,5
order_009283,user_03530,prod_0032,2024-11-14T10:29:04Z,delivered,1186.44,5
order_009283,user_03530,prod_0107,2024-11-14T10:29:04Z,delivered,1186.44,5
order_009283,user_03530,prod_0116,2024-11-14T10:29:04Z,delivered,1186.44,5
order_009284,user_06004,prod_0520,2024-06-06T02:55:06Z,cancelled,57.49,1
order_009285,user_09339,prod_0234,2023-03-21T07:56:57Z,delivered,479.84,2
order_009285,user_09339,prod_0863,2023-03-21T07:56:57Z,delivered,479.84,2
order_009286,user_08006,prod_0330,2022-09-18T18:31:36Z,delivered,714.9,2
order_009286,user_08006,prod_0447,2022-09-18T18:31:36Z,delivered,714.9,2
order_009287,user_07804,prod_0216,2023-04-05T04:35:28Z,delivered,591.18,2
order_009287,user_07804,prod_0222,2023-04-05T04:35:28Z,delivered,591.18,2
order_009288,user_08531,prod_0793,2024-05-16T23:18:24Z,delivered,96.32,1
order_009289,user_02718,prod_0878,2024-11-23T16:00:56Z,shipped,604.17,2
order_009289,user_02718,prod_0966,2024-11-23T16:00:56Z,shipped,604.17,2
order_009290,user_07712,prod_0172,2023-03-19T15:36:51Z,processing,735.48,2
order_009290,user_07712,prod_0525,2023-03-19T15:36:51Z,processing,735.48,2
order_009291,user_08727,prod_0118,2023-11-11T01:08:23Z,shipped,2195.32,3
order_009291,user_08727,prod_0170,2023-11-11T01:08:23Z,shipped,2195.32,3
order_009291,user_08727,prod_0051,2023-11-11T01:08:23Z,shipped,2195.32,3
order_009292,user_02799,prod_0696,2022-11-28T11:52:43Z,processing,1843.21,4
order_009292,user_02799,prod_0052,2022-11-28T11:52:43Z,processing,1843.21,4
order_009292,user_02799,prod_0040,2022-11-28T11:52:43Z,processing,1843.21,4
order_009292,user_02799,prod_0114,2022-11-28T11:52:43Z,processing,1843.21,4
order_009293,user_05937,prod_0164,2023-07-01T23:45:21Z,delivered,1079.65,1
order_009294,user_02751,prod_0574,2023-04-07T22:12:00Z,delivered,54.22,1
order_009295,user_06999,prod_0561,2024-08-28T10:34:51Z,shipped,338.7,2
order_009295,user_06999,prod_0390,2024-08-28T10:34:51Z,shipped,338.7,2
order_009296,user_04660,prod_0545,2024-01-04T13:37:23Z,delivered,542.93,5
order_009296,user_04660,prod_0520,2024-01-04T13:37:23Z,delivered,542.93,5
order_009296,user_04660,prod_0358,2024-01-04T13:37:23Z,delivered,542.93,5
order_009296,user_04660,prod_0421,2024-01-04T13:37:23Z,delivered,542.93,5
order_009296,user_04660,prod_0418,2024-01-04T13:37:23Z,delivered,542.93,5
order_009297,user_03166,prod_0950,2024-03-25T15:51:11Z,cancelled,162.2,1
order_009298,user_08887,prod_0773,2023-03-16T09:02:07Z,delivered,287.69,2
order_009298,user_08887,prod_0318,2023-03-16T09:02:07Z,delivered,287.69,2
order_009299,user_06713,prod_0131,2024-03-01T03:51:41Z,delivered,527.28,1
order_009300,user_07443,prod_0031,2022-07-24T09:12:06Z,delivered,375.63,1
order_009301,user_04106,prod_0323,2022-01-13T04:16:36Z,delivered,155.33,1
order_009302,user_02429,prod_0390,2023-06-21T15:04:57Z,delivered,762.55,2
order_009302,user_02429,prod_0454,2023-06-21T15:04:57Z,delivered,762.55,2
order_009303,user_07489,prod_0814,2024-07-28T12:46:23Z,cancelled,129.81,3
order_009303,user_07489,prod_0508,2024-07-28T12:46:23Z,cancelled,129.81,3
order_009303,user_07489,prod_0750,2024-07-28T12:46:23Z,cancelled,129.81,3
order_009304,user_01668,prod_0988,2024-09-27T00:15:22Z,delivered,1511.15,4
order_009304,user_01668,prod_0157,2024-09-27T00:15:22Z,delivered,1511.15,4
order_009304,user_01668,prod_0958,2024-09-27T00:15:22Z,delivered,1511.15,4
order_009304,user_01668,prod_0078,2024-09-27T00:15:22Z,delivered,1511.15,4
order_009305,user_07578,prod_0071,2023-05-13T16:08:04Z,returned,768.0,1
order_009306,user_06710,prod_0536,2023-05-17T09:27:52Z,delivered,224.21,2
order_009306,user_06710,prod_0150,2023-05-17T09:27:52Z,delivered,224.21,2
order_009307,user_09473,prod_0106,2024-06-27T17:55:59Z,processing,1754.72,4
order_009307,user_09473,prod_0300,2024-06-27T17:55:59Z,processing,1754.72,4
