user_id,product_id,duration_s,viewed_at,source
user_09949,prod_0520,55,2024-04-27T05:46:48Z,homepage
user_04243,prod_0439,35,2024-05-28T22:53:57Z,homepage
user_03736,prod_0284,24,2024-06-20T21:03:14Z,recommendation
user_08661,prod_0361,7,2023-09-10T12:06:06Z,recommendation
user_04640,prod_0440,7,2023-08-03T09:14:09Z,homepage
user_03068,prod_0027,33,2023-07-19T16:07:15Z,browse
user_07989,prod_0702,69,2024-03-26T00:15:27Z,recommendation
user_05618,prod_0269,9,2023-11-14T11:57:42Z,recommendation
user_02225,prod_0584,25,2024-05-29T15:45:00Z,category
user_06466,prod_0679,96,2024-02-09T19:22:26Z,recommendation
user_08397,prod_0652,42,2022-01-09T13:41:03Z,search
user_09232,prod_0445,34,2023-08-11T06:00:01Z,category
user_02540,prod_0208,23,2023-11-02T14:02:50Z,recommendation
user_08192,prod_0108,42,2024-01-31T14:05:04Z,homepage
user_06917,prod_0017,20,2022-12-10T10:24:26Z,category
user_05983,prod_0144,18,2023-02-01T00:06:05Z,homepage
user_09305,prod_0203,83,2022-09-06T23:44:19Z,browse
user_02187,prod_0060,53,2022-06-06T22:07:07Z,browse
user_08409,prod_0035,473,2023-03-21T09:16:39Z,search
user_02623,prod_0843,71,2024-12-12T15:57:10Z,recommendation
user_09101,prod_0022,52,2023-08-23T14:43:04Z,browse
user_08816,prod_0223,9,2024-07-18T22:55:17Z,homepage
user_00815,prod_0494,7,2022-06-09T03:47:18Z,homepage
user_08434,prod_0708,245,2024-04-16T09:31:02Z,search
user_07334,prod_0517,38,2022-04-07T02:45:17Z,homepage
user_08804,prod_0047,21,2023-06-03T06:06:45Z,recommendation
user_00843,prod_0866,4,2024-06-25T06:47:36Z,search
user_07153,prod_0114,545,2023-05-02T11:10:13Z,category
user_04285,prod_0721,35,2022-04-09T22:59:06Z,browse
user_08414,prod_0311,53,2023-12-29T13:56:18Z,browse
user_08704,prod_0634,40,2022-08-20T14:35:09Z,homepage
user_06251,prod_0668,52,2023-11-13T14:18:26Z,homepage
user_09566,prod_0751,42,2023-07-15T11:30:04Z,recommendation
user_01262,prod_0061,8,2024-04-09T04:11:32Z,homepage
user_07630,prod_0836,77,2023-07-17T12:42:20Z,search
user_01701,prod_0363,77,2022-12-10T00:10:13Z,recommendation
user_02444,prod_0808,119,2022-04-13T09:03:13Z,category
user_05278,prod_0957,20,2024-10-19T21:53:31Z,browse
user_03032,prod_0693,46,2024-06-25T07:45:20Z,category
user_09739,prod_0032,52,2022-10-01T13:25:21Z,category
user_05806,prod_0402,644,2023-06-01T01:20:55Z,recommendation
user_04678,prod_0382,860,2022-04-23T01:38:52Z,category
user_03395,prod_0034,46,2022-05-23T05:34:18Z,category
user_06568,prod_0524,12,2024-06-25T15:24:17Z,search
user_06962,prod_0790,18,2024-10-30T10:49:11Z,category
user_05289,prod_0214,26,2023-11-13T14:37:24Z,browse
user_08948,prod_0401,109,2022-12-03T13:16:04Z,recommendation
user_01240,prod_0545,128,2024-08-17T03:47:20Z,search
user_04971,prod_0155,89,2023-01-25T19:49:57Z,recommendation
user_01061,prod_0622,72,2024-07-23T12:51:29Z,recommendation
user_01377,prod_0631,96,2023-02-12T07:41:36Z,browse
user_02548,prod_0163,7,2023-08-01T12:45:48Z,search
user_09177,prod_0147,9,2022-04-21T15:01:50Z,recommendation
user_04057,prod_0887,9,2022-04-20T15:24:43Z,search
user_08336,prod_0733,39,2024-07-12T05:24:08Z,category
user_00920,prod_0616,47,2024-09-03T04:09:31Z,search
user_00778,prod_0464,7,2024-09-08T05:17:39Z,category
user_02879,prod_0133,36,2022-09-29T06:11:49Z,search
user_02080,prod_0555,57,2023-12-01T00:28:19Z,recommendation
user_02613,prod_0522,25,2023-04-15T23:29:15Z,recommendation
user_07748,prod_0225,203,2023-05-20T22:32:25Z,search
user_01657,prod_0087,279,2022-03-18T21:34:09Z,search
user_01984,prod_0101,14,2024-05-10T22:33:04Z,search
user_04884,prod_0249,24,2024-04-02T20:38:33Z,category
user_05164,prod_0413,66,2022-06-24T13:31:15Z,homepage
user_08725,prod_0905,33,2022-05-25T05:16:33Z,browse
user_07050,prod_0198,10,2022-02-02T06:41:19Z,category
user_09419,prod_0601,129,2024-08-23T07:22:37Z,browse
user_01943,prod_0516,37,2022-03-15T10:36:51Z,category
user_09658,prod_0917,36,2023-05-24T13:59:22Z,recommendation
user_02784,prod_0096,12,2024-08-09T04:31:49Z,recommendation
user_04678,prod_0147,10,2024-10-23T17:11:40Z,search
user_03101,prod_0124,46,2022-10-07T01:07:40Z,browse
user_06448,prod_0680,270,2023-01-24T22:11:21Z,browse
user_01220,prod_0394,9,2024-10-19T07:38:37Z,category
user_00038,prod_0100,21,2022-04-27T12:48:22Z,search
user_03119,prod_0001,11,2022-01-01T08:02:26Z,recommendation
user_01844,prod_0009,12,2022-06-29T14:26:59Z,browse
user_05399,prod_0120,189,2024-05-14T21:27:44Z,recommendation
user_09385,prod_0380,41,2023-09-05T00:43:59Z,category
user_02068,prod_0443,64,2024-07-12T10:14:34Z,homepage
user_00677,prod_0411,17,2024-02-27T06:09:43Z,search
user_09904,prod_0600,111,2023-05-23T00:10:20Z,browse
user_07579,prod_0745,19,2024-02-14T19:15:57Z,category
user_06013,prod_0133,5,2024-03-29T01:23:54Z,homepage
user_00222,prod_0118,20,2024-06-24T06:19:12Z,homepage
user_01764,prod_0377,126,2022-11-10T04:43:51Z,recommendation
user_06041,prod_0026,9,2024-01-28T07:29:38Z,recommendation
user_08637,prod_0839,66,2023-07-25T10:24:04Z,search
user_02472,prod_0620,41,2024-11-28T00:34:43Z,search
user_06754,prod_0542,120,2023-07-19T10:34:47Z,search
user_00353,prod_0217,61,2022-12-31T02:59:29Z,category
user_09108,prod_0594,100,2022-08-28T12:51:25Z,homepage
user_03588,prod_0021,164,2024-03-06T08:17:37Z,homepage
user_08665,prod_0445,18,2024-08-15T16:02:30Z,homepage
user_03719,prod_0580,82,2024-03-11T14:03:51Z,category
user_08639,prod_0100,32,2024-03-31T12:53:40Z,search
user_07614,prod_0993,27,2022-07-23T01:24:19Z,category
user_08184,prod_0033,221,2024-06-03T21:40:19Z,recommendation
user_09001,prod_0215,340,2023-05-09T22:43:47Z,browse
user_09894,prod_0105,34,2024-03-30T14:44:25Z,search
user_05671,prod_0343,25,2022-01-30T08:42:09Z,browse
user_05969,prod_0158,321,2022-10-22T03:42:19Z,homepage
user_06370,prod_0532,30,2024-12-10T13:48:16Z,homepage
user_01608,prod_0545,12,2022-05-09T03:04:19Z,browse
user_07787,prod_0612,77,2024-12-29T19:07:49Z,category
user_08819,prod_0162,13,2022-02-04T18:17:31Z,recommendation
user_05442,prod_0408,6,2023-05-23T07:23:51Z,search
user_06634,prod_0475,4,2022-04-14T15:52:53Z,search
user_04475,prod_0670,9,2023-04-15T01:51:01Z,recommendation
user_03681,prod_0010,7,2022-10-24T06:08:38Z,search
user_07963,prod_0658,13,2022-01-19T20:37:55Z,browse
user_09771,prod_0535,69,2024-05-01T19:45:54Z,homepage
user_08509,prod_0626,43,2022-11-04T08:08:11Z,homepage
user_07889,prod_0283,15,2023-11-09T07:51:35Z,browse
user_00003,prod_0226,63,2023-10-28T19:39:49Z,recommendation
user_06217,prod_0964,32,2023-01-25T01:11:52Z,recommendation
user_05296,prod_0401,20,2023-06-30T14:48:02Z,homepage
user_01657,prod_0217,46,2024-03-04T17:38:47Z,search
user_09993,prod_0288,41,2024-07-07T07:55:31Z,category
user_05888,prod_0728,20,2023-03-05T19:37:14Z,category
user_03682,prod_0991,3,2023-06-02T03:37:31Z,homepage
user_02021,prod_0298,14,2022-04-25T19:55:54Z,search
user_05537,prod_0237,98,2022-06-10T19:32:18Z,homepage
user_01615,prod_0526,4,2024-09-26T07:53:37Z,browse
user_08084,prod_0033,42,2023-01-03T22:33:34Z,search
user_08926,prod_0372,53,2022-03-04T08:46:21Z,browse
user_08300,prod_0455,22,2024-11-19T11:20:53Z,search
user_06522,prod_0867,9,2024-05-12T10:13:27Z,browse
user_01494,prod_0094,221,2022-06-01T17:20:22Z,search
user_03860,prod_0843,86,2024-07-09T19:45:02Z,search
user_01293,prod_0029,17,2022-07-17T13:43:06Z,category
user_04909,prod_0131,6,2024-07-31T15:33:16Z,search
user_03260,prod_0342,70,2022-10-30T12:54:57Z,search
user_05175,prod_0139,23,2024-02-01T08:30:28Z,search
user_07972,prod_0302,78,2022-04-25T22:07:12Z,category
user_00947,prod_0985,54,2023-06-19T17:17:53Z,homepage
user_06607,prod_0146,21,2023-03-27T21:12:27Z,homepage
user_05292,prod_0085,41,2023-02-07T07:15:27Z,browse
user_01264,prod_0128,130,2022-02-28T09:34:10Z,homepage
user_03256,prod_0521,20,2022-05-04T07:48:30Z,homepage
user_00270,prod_0846,6,2023-11-23T06:34:19Z,search
user_01685,prod_0075,19,2022-05-07T22:20:22Z,homepage
user_07553,prod_0817,25,2024-02-22T03:23:52Z,browse
user_01794,prod_0123,11,2023-09-09T03:05:10Z,recommendation
user_08590,prod_0635,62,2024-11-12T03:45:05Z,search
user_01036,prod_0353,47,2024-08-11T13:22:26Z,browse
user_06591,prod_0766,77,2023-05-28T04:48:34Z,category
user_06603,prod_0723,45,2023-02-27T03:29:55Z,category
user_03559,prod_0929,22,2024-01-02T13:06:23Z,homepage
user_05686,prod_0355,112,2022-01-20T13:28:33Z,browse
user_06347,prod_0819,46,2022-06-29T02:01:39Z,recommendation
user_06424,prod_0005,101,2024-12-22T07:16:47Z,browse
user_00427,prod_0562,18,2022-10-13T07:13:27Z,search
user_00396,prod_0722,76,2023-02-17T03:36:15Z,recommendation
user_02239,prod_0039,41,2022-04-19T05:01:07Z,recommendation
user_09587,prod_0744,49,2023-07-01T16:10:55Z,browse
user_02817,prod_0860,61,2022-04-17T14:31:22Z,category
user_09059,prod_0629,6,2022-12-30T09:57:58Z,browse
user_08557,prod_0489,25,2023-10-04T02:40:32Z,search
user_03900,prod_0209,22,2022-09-09T18:33:08Z,recommendation
user_08242,prod_0961,36,2022-12-23T04:37:58Z,homepage
user_01973,prod_0463,31,2022-03-27T10:53:49Z,homepage
user_09809,prod_0128,55,2024-06-04T08:31:56Z,recommendation
user_01832,prod_0284,21,2024-10-23T18:43:33Z,search
user_09837,prod_0407,33,2023-02-26T10:11:22Z,search
user_09867,prod_0685,47,2022-09-16T18:24:18Z,homepage
user_06274,prod_0078,50,2022-06-25T23:54:15Z,browse
user_02765,prod_0780,22,2024-07-15T00:54:38Z,category
user_01704,prod_0923,28,2022-08-19T09:26:27Z,browse
user_02352,prod_0127,78,2023-05-21T14:52:38Z,category
user_05994,prod_0436,27,2023-05-13T07:49:58Z,category
user_02832,prod_0760,8,2024-03-06T12:12:55Z,homepage
user_09230,prod_0521,31,2022-11-26T01:52:49Z,category
user_08276,prod_0787,43,2023-02-26T22:28:22Z,homepage
user_03553,prod_0615,87,2023-02-14T22:25:50Z,homepage
user_03681,prod_0262,44,2022-08-11T16:52:22Z,category
user_07552,prod_0694,56,2022-01-12T15:07:46Z,browse
user_08249,prod_0208,18,2023-08-30T00:10:21Z,recommendation
user_08680,prod_0859,14,2023-04-17T12:17:14Z,recommendation
user_02538,prod_0043,46,2024-08-01T16:26:30Z,browse
user_05143,prod_0232,233,2024-10-22T01:29:40Z,search
user_09894,prod_0350,128,2022-08-08T03:27:05Z,recommendation
user_09196,prod_0309,102,2023-02-05T09:30:58Z,category
user_09335,prod_0494,56,2024-11-05T04:22:12Z,search
user_01350,prod_0088,29,2023-05-08T21:44:36Z,search
user_04222,prod_0809,113,2024-06-24T02:14:36Z,search
user_00350,prod_0573,110,2024-08-27T17:25:22Z,recommendation
user_04528,prod_0211,27,2023-07-01T10:55:30Z,category
user_02129,prod_0929,15,2024-08-22T14:17:07Z,search
user_02260,prod_0388,29,2024-03-30T18:46:04Z,homepage
user_09017,prod_0660,42,2023-10-15T08:18:25Z,recommendation
user_07114,prod_0813,15,2024-06-29T08:32:38Z,category
user_08298,prod_0519,14,2022-03-05T05:31:44Z,browse
user_02273,prod_0469,28,2023-12-22T13:47:15Z,homepage
user_00807,prod_0378,17,2024-02-11T07:15:05Z,category
user_03578,prod_0120,34,2022-09-22T03:40:43Z,search
user_02498,prod_0148,198,2024-10-15T19:02:32Z,browse
user_07909,prod_0451,113,2022-01-19T12:27:21Z,browse
user_06058,prod_0295,185,2022-07-24T20:44:36Z,recommendation
user_09797,prod_0500,5,2023-12-04T09:57:55Z,search
user_02685,prod_0948,208,2022-12-17T08:33:14Z,category
user_02462,prod_0694,22,2024-09-23T02:40:33Z,search
user_05397,prod_0285,53,2023-07-04T22:56:31Z,browse
user_03365,prod_0856,337,2023-07-19T07:53:34Z,homepage
user_09390,prod_0110,38,2024-08-02T04:59:09Z,homepage
user_01738,prod_0324,7,2024-02-21T15:43:50Z,homepage
user_05671,prod_0878,5,2022-12-03T09:53:21Z,search
user_07423,prod_0552,33,2024-11-04T11:14:33Z,search
user_03298,prod_0433,10,2023-08-27T23:39:50Z,recommendation
user_03988,prod_0930,25,2022-01-23T05:58:55Z,homepage
user_03381,prod_0097,37,2022-08-22T14:09:36Z,search
user_08108,prod_0178,52,2024-06-04T09:36:34Z,browse
user_00632,prod_0084,27,2023-05-16T08:26:44Z,homepage
user_08290,prod_0121,139,2022-10-05T08:30:13Z,browse
user_05193,prod_0307,31,2022-03-08T11:14:00Z,category
user_00568,prod_0199,36,2022-11-12T18:40:38Z,browse
user_04767,prod_0968,26,2024-01-02T11:51:46Z,browse
user_06733,prod_0119,40,2022-07-14T18:26:40Z,search
user_08214,prod_0163,49,2023-10-06T00:57:32Z,category
user_01680,prod_0171,45,2023-01-13T01:16:41Z,category
user_00260,prod_0675,20,2022-08-13T12:55:05Z,search
user_06413,prod_0397,85,2022-08-28T21:26:12Z,recommendation
user_00385,prod_0137,3,2024-08-20T04:45:17Z,homepage
user_02746,prod_0400,19,2024-11-21T09:16:19Z,browse
user_06445,prod_0493,125,2023-01-27T06:41:20Z,search
user_02311,prod_0042,107,2023-07-25T10:54:08Z,browse
user_04966,prod_0819,29,2023-12-31T12:46:24Z,category
user_01158,prod_0106,11,2023-01-14T00:32:38Z,recommendation
user_01658,prod_0223,17,2024-11-14T12:25:48Z,browse
user_04875,prod_0412,18,2022-09-16T12:24:45Z,recommendation
user_04591,prod_0670,10,2022-01-26T11:01:18Z,recommendation
user_02999,prod_0531,68,2023-02-07T10:54:38Z,category
user_09407,prod_0413,32,2023-04-11T08:04:49Z,browse
user_05314,prod_0150,145,2024-11-07T02:48:11Z,search
user_03898,prod_0948,8,2024-02-13T05:38:47Z,browse
user_06122,prod_0165,12,2023-02-12T08:54:31Z,recommendation
user_02463,prod_0315,68,2022-03-26T09:13:02Z,homepage
user_03497,prod_0632,214,2022-09-10T01:11:26Z,homepage
user_04855,prod_0673,10,2024-11-09T12:08:22Z,browse
user_06770,prod_0682,37,2022-06-27T10:55:13Z,browse
user_01262,prod_0371,15,2024-05-16T23:23:03Z,search
user_07828,prod_0981,6,2023-05-10T18:11:16Z,browse
user_02949,prod_0121,15,2023-06-03T13:12:21Z,search
user_04012,prod_0515,19,2022-03-07T02:51:41Z,browse
user_08922,prod_0592,34,2022-09-02T03:25:42Z,homepage
user_07355,prod_0400,7,2023-07-16T19:22:55Z,category
user_08737,prod_0673,46,2023-01-15T06:42:40Z,search
user_09705,prod_0969,56,2023-01-08T06:48:36Z,category
user_02631,prod_0277,23,2024-07-10T08:16:12Z,category
user_05490,prod_0806,350,2023-01-03T13:10:56Z,category
user_01207,prod_0822,125,2022-06-12T13:41:10Z,category
user_09531,prod_0027,304,2023-08-19T21:57:38Z,recommendation
user_01228,prod_0333,19,2022-04-17T21:27:29Z,browse
user_04131,prod_0910,60,2023-07-09T12:56:17Z,category
user_05970,prod_0662,37,2023-10-11T18:08:43Z,homepage
user_02901,prod_0166,23,2024-04-13T18:07:56Z,category
user_02936,prod_0969,36,2024-08-04T19:00:07Z,homepage
user_03383,prod_0005,13,2024-07-17T03:43:35Z,homepage
user_02668,prod_0395,21,2024-10-03T06:41:56Z,search
user_07204,prod_0093,17,2023-07-23T05:13:01Z,search
user_03624,prod_0478,63,2022-02-21T22:35:16Z,search
user_08139,prod_0506,13,2024-06-16T16:03:16Z,homepage
user_00134,prod_0850,39,2024-05-13T13:36:33Z,recommendation
user_00941,prod_0070,17,2024-05-05T22:24:18Z,homepage
user_06437,prod_0513,55,2024-10-12T01:05:55Z,homepage
user_02383,prod_0621,35,2024-09-27T20:29:09Z,category
user_01357,prod_0622,21,2022-08-24T03:07:23Z,search
user_03439,prod_0537,78,2023-06-13T00:04:25Z,search
user_01625,prod_0650,9,2022-03-14T00:05:23Z,recommendation
user_07993,prod_0166,21,2024-09-18T01:22:57Z,search
user_04933,prod_0528,13,2022-08-19T01:12:09Z,homepage
user_04189,prod_0608,4,2024-04-26T21:22:28Z,search
user_06220,prod_0080,15,2022-01-05T02:01:11Z,homepage
user_00390,prod_0713,17,2024-12-08T17:37:58Z,category
user_06554,prod_0882,37,2023-07-03T04:47:56Z,category
user_00493,prod_0368,33,2022-03-27T11:44:01Z,recommendation
user_07051,prod_0488,86,2023-02-22T01:52:12Z,search
user_01750,prod_0391,56,2022-02-22T00:26:59Z,search
user_05923,prod_0197,35,2022-12-03T17:58:32Z,browse
user_02736,prod_0028,90,2024-05-21T00:49:02Z,search
user_08152,prod_0373,9,2022-12-11T04:31:38Z,search
user_02081,prod_0524,69,2022-06-19T08:00:55Z,homepage
user_01154,prod_0341,33,2023-09-02T12:07:35Z,homepage
user_07261,prod_0715,117,2023-12-29T02:59:36Z,browse
user_02611,prod_0725,66,2022-08-25T18:10:22Z,recommendation
user_02516,prod_0620,5,2023-01-07T20:00:03Z,recommendation
user_01771,prod_0558,9,2024-07-03T16:44:10Z,homepage
user_09789,prod_0076,19,2024-08-23T11:09:58Z,recommendation
user_05174,prod_0019,15,2024-07-11T17:43:15Z,homepage
user_03278,prod_0854,8,2024-05-26T08:11:18Z,recommendation
user_00319,prod_0344,13,2024-08-23T03:37:54Z,homepage
user_05299,prod_0120,7,2023-04-08T12:01:44Z,homepage
user_07724,prod_0595,54,2022-02-10T00:24:06Z,homepage
user_01294,prod_0836,46,2022-10-09T01:36:47Z,recommendation
user_04558,prod_0660,22,2022-01-01T14:30:36Z,recommendation
user_02416,prod_0374,252,2024-04-01T01:28:01Z,recommendation
user_02211,prod_0269,7,2022-09-05T20:37:10Z,category
user_08492,prod_0219,89,2023-11-03T12:29:54Z,search
user_02625,prod_0257,42,2022-10-12T12:39:29Z,recommendation
user_08988,prod_0014,6,2023-11-07T22:51:49Z,browse
user_02731,prod_0911,56,2023-01-18T02:17:14Z,browse
user_09422,prod_0388,49,2023-01-12T13:26:23Z,homepage
user_09448,prod_0102,68,2023-11-28T13:43:48Z,recommendation
user_03049,prod_0712,23,2022-05-31T00:44:56Z,search
user_03638,prod_0706,14,2024-06-17T06:11:58Z,recommendation
user_06901,prod_0438,19,2023-08-29T14:04:56Z,category
user_03374,prod_0195,62,2024-09-19T14:38:08Z,search
user_00062,prod_0129,11,2022-11-30T02:27:47Z,recommendation
user_05784,prod_0841,35,2023-08-01T04:01:20Z,homepage
user_05205,prod_0856,144,2024-05-01T17:49:35Z,homepage
user_05034,prod_0717,53,2022-04-12T12:16:26Z,browse
user_08170,prod_0892,54,2022-06-19T04:26:31Z,homepage
user_07845,prod_0694,104,2023-02-13T22:21:58Z,browse
user_01764,prod_0790,52,2023-06-05T03:34:11Z,browse
user_01768,prod_0860,35,2024-02-13T01:18:53Z,browse
user_03389,prod_0797,18,2022-06-21T19:34:06Z,homepage
user_04789,prod_0437,18,2022-05-01T12:14:29Z,recommendation
user_03372,prod_0838,84,2022-11-06T11:17:25Z,search
user_02059,prod_0929,35,2023-01-31T11:07:32Z,homepage
user_09831,prod_0640,13,2023-04-19T12:00:34Z,homepage
user_05313,prod_0269,49,2024-07-11T02:32:21Z,homepage
user_08309,prod_0664,178,2024-10-26T16:13:42Z,browse
user_07162,prod_0340,6,2024-11-27T05:53:43Z,browse
user_01579,prod_0934,32,2023-08-25T08:48:36Z,homepage
user_03236,prod_0888,26,2023-09-20T03:49:17Z,recommendation
user_04418,prod_0571,135,2024-09-30T04:49:15Z,search
user_07953,prod_0566,31,2022-11-05T16:35:33Z,browse
user_09174,prod_0677,37,2024-03-04T22:15:55Z,recommendation
user_09019,prod_0152,40,2023-07-31T07:48:10Z,category
user_07329,prod_0612,70,2024-05-12T02:57:46Z,search
user_05175,prod_0767,75,2022-08-30T18:06:59Z,recommendation
user_02090,prod_0972,16,2023-07-23T22:03:31Z,homepage
user_08882,prod_0615,9,2024-05-08T20:24:13Z,search
user_00781,prod_0577,7,2022-05-10T10:00:02Z,homepage
user_00614,prod_0979,24,2022-06-27T03:05:43Z,search
user_08089,prod_0117,124,2022-04-01T10:16:10Z,homepage
user_06334,prod_0621,9,2023-12-11T22:18:14Z,search
user_03486,prod_0072,260,2023-10-30T19:44:41Z,search
user_04076,prod_0693,47,2023-08-11T19:25:16Z,recommendation
user_09107,prod_0294,5,2024-10-12T13:29:22Z,search
user_04460,prod_0206,17,2022-03-19T03:22:55Z,search
user_01161,prod_0293,54,2024-11-18T15:59:02Z,homepage
user_09167,prod_0069,74,2024-08-08T07:24:18Z,search
user_07517,prod_0014,4,2024-09-11T04:54:48Z,category
user_07840,prod_0493,162,2022-04-25T21:40:05Z,category
user_02831,prod_0343,58,2022-12-20T08:37:15Z,search
user_07594,prod_0754,44,2024-02-18T13:34:12Z,search
user_04578,prod_0060,476,2024-04-28T03:43:22Z,recommendation
user_04789,prod_0575,18,2022-10-03T05:01:56Z,category
user_05809,prod_0546,19,2022-10-11T16:47:23Z,search
user_00224,prod_0009,262,2023-11-06T03:55:36Z,recommendation
user_06913,prod_0931,18,2022-08-10T13:59:11Z,category
user_02421,prod_0835,32,2023-06-28T19:51:36Z,recommendation
user_08281,prod_0700,5,2022-07-28T21:18:56Z,category
user_01244,prod_0485,181,2022-06-14T17:03:28Z,browse
user_00338,prod_0831,14,2022-10-14T19:18:51Z,category
user_01817,prod_0454,48,2022-08-19T14:27:40Z,homepage
user_00509,prod_0409,84,2022-11-18T00:48:30Z,recommendation
user_00198,prod_0597,24,2024-11-12T05:38:42Z,browse
user_05736,prod_0908,96,2023-05-06T14:17:44Z,recommendation
user_08424,prod_0393,7,2022-03-08T13:19:45Z,search
user_01114,prod_0997,45,2022-08-02T05:56:53Z,browse
user_06856,prod_0415,33,2024-02-16T18:18:02Z,recommendation
user_05571,prod_0511,234,2022-04-01T13:13:40Z,recommendation
user_01696,prod_0696,51,2022-12-06T10:28:25Z,recommendation
user_05486,prod_0992,16,2023-02-20T02:44:27Z,search
user_09062,prod_0458,93,2024-09-01T01:15:46Z,category
user_09937,prod_0791,34,2022-03-12T01:54:48Z,category
user_02114,prod_0583,56,2023-06-11T22:21:46Z,category
user_02262,prod_0026,36,2022-01-18T05:04:42Z,homepage
user_00614,prod_0111,21,2022-06-17T04:53:48Z,homepage
user_00911,prod_0156,47,2024-08-11T09:19:40Z,search
user_08391,prod_0520,24,2023-05-30T17:38:25Z,recommendation
user_07134,prod_0366,188,2023-07-25T00:16:49Z,search
user_09119,prod_0136,5,2022-04-03T23:52:18Z,browse
user_09398,prod_0171,39,2024-07-29T02:26:05Z,recommendation
user_04148,prod_0202,11,2022-05-27T11:03:40Z,homepage
user_02994,prod_0194,23,2024-12-21T03:55:42Z,category
user_09359,prod_0384,14,2024-02-28T10:07:49Z,recommendation
user_08256,prod_0626,30,2023-08-17T07:41:05Z,homepage
user_07041,prod_0205,11,2022-11-11T11:06:58Z,homepage
user_04230,prod_0087,30,2024-05-20T13:10:56Z,recommendation
user_07446,prod_0364,24,2022-01-08T20:53:46Z,homepage
user_08306,prod_0125,28,2023-07-10T07:17:37Z,search
user_09430,prod_0452,84,2023-01-12T07:32:15Z,category
user_04881,prod_0010,22,2023-12-13T22:18:18Z,recommendation
user_00664,prod_0694,50,2024-11-27T15:39:44Z,browse
user_09054,prod_0803,218,2022-04-09T10:17:42Z,browse
user_05360,prod_0891,10,2024-11-15T07:24:22Z,homepage
user_07129,prod_0256,53,2024-09-03T00:12:29Z,recommendation
user_02036,prod_0129,12,2023-11-05T03:04:36Z,category
user_09324,prod_0740,52,2023-03-09T22:46:07Z,recommendation
user_07941,prod_0025,11,2024-10-09T23:37:38Z,category
user_00675,prod_0133,47,2022-04-20T18:12:53Z,homepage
user_01284,prod_0824,219,2022-05-18T20:14:33Z,search
user_06395,prod_0583,47,2022-08-22T21:19:17Z,recommendation
user_03201,prod_0150,25,2022-02-15T02:09:17Z,category
user_05338,prod_0076,46,2023-11-26T14:51:12Z,browse
user_03807,prod_0039,5,2024-01-25T23:05:14Z,search
user_05193,prod_0805,60,2023-05-22T12:14:30Z,homepage
user_03182,prod_0886,21,2023-06-15T11:03:08Z,recommendation
user_06920,prod_0153,97,2022-09-21T12:24:24Z,category
user_06205,prod_0922,37,2024-09-13T07:04:56Z,browse
user_00835,prod_0370,7,2023-09-23T03:27:00Z,search
user_00165,prod_0224,25,2023-07-31T10:24:27Z,search
user_05923,prod_0167,6,2022-11-07T02:36:33Z,search
user_05123,prod_0316,65,2024-03-13T17:10:02Z,category
user_06244,prod_0166,15,2022-01-25T22:46:17Z,search
user_06694,prod_0028,71,2023-08-11T08:42:00Z,recommendation
user_06283,prod_0604,9,2022-08-13T12:33:32Z,homepage
user_03264,prod_0619,45,2022-01-05T04:57:45Z,homepage
user_05683,prod_0618,40,2023-03-28T00:28:29Z,browse
user_07263,prod_0594,84,2023-03-12T22:35:01Z,category
user_00011,prod_0191,14,2024-04-23T10:09:14Z,browse
user_01703,prod_0961,55,2022-05-16T11:15:36Z,browse
user_03135,prod_0067,16,2024-02-18T20:12:37Z,category
user_05055,prod_0579,82,2024-11-27T05:02:41Z,browse
user_01744,prod_0180,120,2023-12-18T10:13:51Z,homepage
user_05390,prod_0080,18,2022-06-20T23:09:45Z,category
user_02833,prod_0569,16,2022-07-23T14:22:41Z,browse
user_04772,prod_0003,8,2023-01-06T20:45:17Z,browse
user_08303,prod_0538,4,2022-09-26T22:38:07Z,recommendation
user_06331,prod_0678,74,2023-03-04T05:23:09Z,recommendation
user_00082,prod_0663,102,2022-09-08T11:46:14Z,category
user_04780,prod_0566,27,2024-12-22T16:31:00Z,browse
user_04043,prod_0013,13,2023-07-31T19:22:20Z,recommendation
user_09763,prod_0164,20,2023-10-10T02:24:06Z,recommendation
user_09532,prod_0722,39,2022-06-04T20:26:36Z,browse
user_01931,prod_0895,73,2022-03-24T22:06:55Z,category
user_02791,prod_0031,11,2022-06-11T21:54:24Z,browse
user_03974,prod_0773,35,2023-12-10T11:46:15Z,recommendation
user_07558,prod_0491,32,2023-01-14T05:42:26Z,recommendation
user_07874,prod_0636,14,2024-12-18T08:13:27Z,category
user_01318,prod_0001,73,2023-01-31T00:12:25Z,search
user_02147,prod_0339,82,2023-01-25T02:19:24Z,browse
user_07618,prod_0861,27,2022-03-02T03:48:18Z,search
user_00111,prod_0146,35,2024-06-24T13:01:02Z,browse
user_07990,prod_0913,11,2024-08-04T08:00:46Z,homepage
user_08991,prod_0963,53,2024-07-04T09:26:07Z,category
user_06454,prod_0093,232,2022-07-15T19:49:53Z,search
user_09800,prod_0900,95,2024-03-07T08:15:08Z,homepage
user_00802,prod_0554,24,2022-03-26T18:51:00Z,homepage
user_08802,prod_0017,6,2024-08-01T15:54:18Z,homepage
user_08251,prod_0858,45,2024-04-30T03:40:32Z,search
user_04601,prod_0138,29,2024-04-16T20:11:26Z,search
user_07181,prod_0392,21,2022-08-10T19:33:07Z,homepage
